modismo;significado;ejemplo;fuente
vencido;Referido a un producto alimenticio o un medicamento, que ya finalizó el período de utilidad.;Esta leche ya está vencida, no la puedes consumir.;DICOL
vendaje;Pan que se obsequia por la compra de otros del mismo género.;Envolvía el pan en papel de panadería de barrio y sin faltar a su buena costumbre nos daba el vendaje cada vez que hacíamos una compra.;DICOL
ventajoso;Referido a una persona, oportunista de las situaciones para su propio beneficio.;La principal característica del ventajoso es la mala fe, porque equivocaciones las comete cualquiera.;DICOL
ventanear;Observar detenidamente algo desde una ventana.;Vendían unas hamacas para gatos que se pegan a la ventana, para que nuestros felinos puedan ventanear y tomar el sol;DICOL
venteado;Referido a una persona, de comportamiento incoherente o alocado.;No preste atención a lo que dice Juan, todos sabemos que está venteado.;DICOL
ventiado;Bastante.;Hubo comida ventiada en la fiesta de fin de año.;DICOL
ventiar;Extraer las impurezas o mugre a los cereales.;Después de un tiempo decide pasar el arroz a una vasija plástica y comienza a ventiarlo.;DICOL
veranera;Arbusto trepador, de hasta 15 m de altura, de ramas leñosas con espinas, con abundantes flores de color rojo, violeta, blanco y fucsia.;Por eso nada mejor que una veranera o trinitaria para adornar y dar la bienvenida a los pasajeros.;DICOL
vereda;División administrativa de tipo rural de un municipio.;Las veredas se encuentran jurisdiccionalmente bajo la administración de la alcaldía.;DICOL
verga;Persona, situación o cosa extraordinaria.;Se compró una verga de bicicleta.;DICOL
vergajada;Hecho o actitud ruin, malvado.;Que te hubieran hecho ese descuento en la nómina sin avisarte fue una vergajada.;DICOL
vergajo;Referido a una persona, traviesa o indisciplinada.;Este chino vergajo se trae algo entre manos, nunca lo había visto tan casero, decía mi mamá, y ahora va a misa hasta los sábados.;DICOL
verguero;Problema grande.;Ya te había dicho que salir temprano de clase sin permiso del profe es un verguero.;DICOL
verraco;Referido a una persona, que está furioso, de mal genio.;Estoy verraco porque en el momento en que la gente más lo esperaba fallé. Pero muchos han fallado. Yo no voy a bajar la cabeza. Estoy verraco, pero tranquilo.;DICOL
verraquera;Valentía, energía para hacer algo.;Esa es una ventaja, el hecho de ser positivo y tener el coraje y la verraquera de ser capaz de ganar.;DICOL
verriondera;Tesón que tiene alguien para hacer algo.;Esos tipos son la verriondera pa' trabajar y hacer negocios.;DICOL
verriondo;Referido a una persona, que se destaca por una cualidad o que realiza bien algún trabajo.;"Hombe, usté es un verriondo pa' tocar maracas; hombe, ¿por qué no hacemos un conjunto?";DICOL
verrugosa;Serpiente venenosa de hasta 3,6 m de longitud, dorso con escamas bien marcadas, de color café con manchas negras y rosado obscuro y cola que termina en punta fina.;Las verrugosas son las únicas víboras de Colombia que ponen huevos. El resto, anota el experto, tienen a sus crías en la barriga.;DICOL
vertical;Actuar estrictamente en consecuencia con las convicciones que se tienen.;Era difícil sacarlo del partido porque desde el principio y, a pesar de los ataques, se monstró como una persona vertical.;DICOL
vestido;Prenda usada para bañarse en las piscinas, el mar, etc.;Se puso el viejo vestido de baño y una camiseta enorme y salió con Ali y con Luisa, que cambiaba las oposiciones y todo su futuro por esa tarde de sol.;DICOL
vestidor;Referido a una prenda de vestir, que hace lucir elegante o bien vestida a la persona.;El pañuelo se debe usar en color blanco, ojalá en lino o seda para complementar el traje oscuro más vestidor.;DICOL
vestier;Cuarto ubicado en la habitación principal de una vivienda, provisto de diferentes tipos de organizadores para guardar la ropa y vestirse.;4 alcobas (todas con baño, principal con vestier, familiares con closet, alcoba de empleada completa).;DICOL
veterano;Referido a una persona, de mucha edad.;Formamos un equipo de baloncesto con los más veteranos de la empresa, de 50 a 60 años.;DICOL
viajado;De una vez, en un solo acto.;Llevó todos los pedidos de un solo viajado.;DICOL
vianda;Conjunto de recipientes que encajan unos sobre otros, se unen por un asa y se emplean para llevar alimentos.;Los fríjoles con garra que le metió en el 'vianda' su mujer poco agraciada deben estar riquísimos.;DICOL
viaticar;Viajar un empleado a trabajar, con los gastos pagados por la empresa que lo envía.;Alguien en la reunión llamó la atención a tantos funcionarios presentes, que sólo vinieron a viaticar.;DICOL
vibra;Especie de emanación energética de una persona, un lugar, o de un objeto, y que se percibe de manera intuitiva.;"- Varitas de incienso: especialmente la que preparan los Krisnas, para ""las buenas vibras"".";DICOL
vida;Situación complicada ya sea económica o personal.;La vida de perros empezó al día siguiente de que se fueran a vivir juntos.;DICOL
vidrioso;Referido a una planta, fruta o tubérculo, fibroso, duro, sin jugo.;Los frutos que no se desprenden del árbol presentan trastornos fisiológicos internos (corazón negro) y externos (escaldados en algunas frutas se vuelven vidriosas).;DICOL
vieja;Mujer de cualquier edad.;Mañana tengo cita con la vieja del juzgado para resolver el problema de la demanda.;DICOL
viejera;Achaques que se presentan al envejecer.;La viejera es una fatiga anticipada, una imposibilidad que se adelanta, un no poder que llega cuando todavía el sol no se ha recogido y quedan en las alforjas unos cuantos proyectiles.;DICOL
viejerío;Grupo de mujeres.;¿Viene ese actor? ¡Qué viejerío el que va a llegar a ese Centro Comercial!;DICOL
viernes;Actividad nocturna de entretenimiento o de baile que se hace un jueves.;Como hoy es un viernes chiquito te recomendamos una deliciosa hamburguesa bistec a caballo.;DICOL
viga;Referido a una persona, musculosa.;Chepe se puso viga yendo al gimnasio todos los días.;DICOL
vikingo;Jugo de fruta congelado que se vende en bolsas plásticas pequeñas.;Un vikingo de lulo o piña sería perfecto para el calor de esta tarde.;DICOL
villamarquín;Taladro manual usado en carpintería y compuesto por un manubrio giratorio acodado, con un mango para sostenerlo y un mandril para utilizarlo con las diferentes brocas.;Las herramientas para talla de madera son rústicas para este tipo de trabajo, utilizan hachas, machete, hachuela, gurbias, formones, villamarquín, cuchillos y peines.;DICOL
vincha;Cinta, generalmente elástica, que se usa para sujetar el pelo hacia atrás o como adorno.;Las clientas suelen encargar las vinchas y demás diademas florecidas para ir a la playa o a piscina.;DICOL
vinete;Vino artesanal que se elabora a base de biche mezclado con miel de panela, clavos y canela.;El consumo de vinete es muy común en la zona rural de la costa chocoana, donde el alcohol también es producido.;DICOL
violento;Referido a algo, muy bueno.;La negra grande, (vino con eso)/ el profe neivo, esta con eso /el Grupo Niche, trae más de eso / ritmo y folclor, pero del más violento.;DICOL
violinista;Persona que sale con una pareja y se considera que sobra o estorba.;A algunas las invade el sentimiento de culpa por haber abandonado a sus amigas por el novio, y se inventan planes de violinista.;DICOL
violín;Referido al trato que se le da a alguien, sin consideración.;La propia naturaleza, acostumbrada a vernos sufrir, se encarga del trabajo de estrujarnos como a violín prestado.;DICOL
viringo;Referido a una persona, desnuda.;Indignación porque taxista salió ‘viringo’ a manejar una moto por las calles de Neiva.;DICOL
viruta;En carpintería, estropajo metálico para cepillar y alisar la madera.;Retirar el acabado viejo de la superficie de muebles usados, usando viruta de acero, lija de papel o disolventes.;DICOL
visa;Autorización que necesitan personas de ciertos países para viajar a otros.;Deben tramitar visa colombiana los extranjeros que deseen permanecer en el territorio colombiano y pretendan realizar actividades diferentes a turismo y esparcimiento.;DICOL
visaje;Afición o inclinación por exhibirse o mostrar algo.;Deje de dar visaje con ese celular que ya todos lo vimos.;DICOL
visajoso;Referido a una persona, que le gusta llamar la atención y ser admirado.;Yo allá monté mi papel de loco, de visajoso y de hiperactivo. Cantaba vallenatos a cambio de monedas.;DICOL
visita;Menstruación.;Amor, pásame las toallas que me llegó la visita.;DICOL
vistas;Ojos.;La manteca la vendo a peso la botella, lo mesmo que la hiel muy usada en medecina para las vistas.;DICOL
vitrina;Espacio exterior de un almacén, con cristales, donde se exhiben productos que ofrece el establecimiento.;¿Supone alguna pérdida espiritual el dejarse llevar por la curiosidad y, sin tener por qué, mirar lo que se ofrece en las vitrinas de los almacenes, comercios en general?;DICOL
vitrinear;Salir a mirar las vitrinas de los almacenes de centros o zonas comerciales, sin adquirir un producto.;Son más los clientes que llegan a un centro comercial a 'vitrinear' que los que van a cine o a comprar artículos de tecnología, ropa o calzado.;DICOL
viudo;Plato típico con pescado de río acompañado de yuca, plátano verde, papa, arracacha y mazorca con guiso por encima.;Su plato típico es el viudo de pescado, principalmente en los pueblos de las riberas del Magdalena.;DICOL
viáticos;Dinero que recibe un empleado de una empresa para cubrir los gastos cuando debe realizar un trabajo que le implica desplazarse fuera de la ciudad.;Una vez la delegación llega del exterior tiene la obligación de legalizar los viáticos autorizados, por medio de la presentación de un informe detallado de los eventos a los que asistió.;DICOL
voceador;Referido a una persona, que vende periódicos o loterías en la calle anunciándo en voz alta su paso.;De nuevo confunden con vendedores ambulantes a los honrados voceadores de la prensa, que ni son ambulantes, ni comercian con contrabando.;DICOL
voladero;Precipicio.;El temor de rodar por un voladero lo hizo maniobrar hacia unos vehículos que esperaban paso en ese sitio, por el carril contrario.;DICOL
volado;Saliente de una pared o un edificio.;Un edificio tendrá un volado de 13 metros, ¿cómo hacen para soportar tal volado ¿cómo lo solucionan?;DICOL
volado, da;Referido a una persona, que se enfurece y actúa violentamente con facilidad.;Es una vieja muy complicada. Tiene el genio volado. Seguro vas a tener problemas con ella.;DICOL
voladora;Lancha rápida de motor que se emplea para el transporte de personas o encomiendas.;La voladora corría encima del agua dejando una estela de espuma blanca tras de sí.;DICOL
volandas;Rápidamente.;Mi madre reconoció el santo y seña, y estuvo en el baile hasta las siete de la mañana, cuando tuvo que cambiarse de ropa a las volandas para no llegar tarde a la misa.;DICOL
volante;Hoja impresa, de pequeño formato, con propaganda política o publicitaria que se reparte en lugares públicos.;Los prestamistas piratas se promocionan por Internet o mediante volantes entregados en la calle.;DICOL
volarse;Escaparse de un sitio.;Se volaron 5 presos de la cárcel de mayor seguridad.;DICOL
volate;Situación en la que hay mucho movimiento, afán.;¡Qué!, si con aquel volate que había en la casa, con el novenario del niño, ni se supo.;DICOL
voleo;Trabajo o actividad intensa.;Me gusta mucho pensar que acabé de salir de una jornada de trabajo duro con mucho voleo.;DICOL
volqueta;Vehículo de carga provisto de un platón que se eleva por un mecanismo hidráulico, en el que se transportan diversos materiales que se descargan al activarlo.;Nuestras volquetas son vehículos versátiles, imponentes en su diseño y fabricadas para resistir los trabajos más pesados en la difícil topografía colombiana.;DICOL
voltaje;Mal olor.;"No le gustaba bañarse mucho; así que tenía el voltaje fuerte.";DICOL
voltiarepas;Persona que cambia de opinión según su conveniencia, especialmente en política.;Ser voltiarepas es cambiar de partido para poder conseguir la arepa: «arepa que no se voltea no se asa», dice el refrán.;DICOL
vos;Tú.;Pero en realidad no sé quién sos vos, nunca estuve cerca tuyo, quizás por temor.;DICOL
voz;Voz aguda y chillona que es desagradable y poco apta para el canto.;Hoy en día cualquier voz de tarro vende gracias a la computación.;DICOL
vuelo;Se usa para expresar que una explicación o exposición de algo se hace de manera general, rápida y sin entrar en detalles.;Tuvimos una charla hoy sobre reciclaje, pero muchos temas se hicieron a vuelo de pájaro.No tiene marca Co;DICOL
vuelta;Trámite o tarea que está pendiente por realizar.;Agustín estaba lejos de poder cumplirle el gran sueño al hijo si apenas andaba en las vueltas del préstamo ante la entidad financiera.;DICOL
vueltón;Paseo.;"""Qué buen vueltón, pero para la próxima vez lleven el vestido de baño que nos quedamos con las ganas de meternos al río""";DICOL
várzea;Tipo de selva propio de las planicies inundables de los ríos de aguas blancas de la Amazonía.;Los bosques de várzea son menos diversos que los bosques de tierras altas, aunque son de la misma talla.;DICOL
váucher;Comprobante impreso que certifica el pago de un bien o servicio.;En temporada alta, tenemos los registros, las quejas formales de viajeros que llegan al aeropuerto y no encuentran su tiquete o su váucher de servicios.;DICOL
vía;Calle, carretera o avenida donde se permite el tránsito en los dos sentidos.;Hasta el Lago Calima ya se tiene la doble vía, pero de ahí en adelante no han avanzado los trabajos por temas relacionados con las consultas previas.;DICOL
waffle;Masa blanda de forma rectangular o cuadrada, hecha con harina, huevo y leche, que se prepara en una waflera que le da su característica superficie de cuadritos, y se come cubierta de dulce de fruta o miel.;Fue entonces que decidí que esa mañana me iba a dar el gusto de desayunar wafles con dulce de chocolate y banano.;DICOL
yanabe;Hormiga negra que alcanza los 3 cm de largo, caracterizada por unas prominentes mandíbulas y por su picadura extremadamente dolorosa.;Me han picado las hormigas yanabe, negras, grandes, cuya picadura es como si clavaran una aguja al rojo vivo.;DICOL
yare;Jugo tóxico que se extrae de la yuca brava antes de su cocción.;La leche o agua de yare que le sacan a la yuca es venenosa y de color blanco, pero cuando la cocinan pierde el veneno y se vuelve apta para el consumo.;DICOL
yarumo;"Árbol que alcanza los 20 m de altura, con hojas palmeadas con un peciolo de hasta 60 cm de largo, que se ubican principalmente en la parte superior del tallo; se usa en medicina natural y para fabricar artesanías.";Más abajo del yarumo sentenciado se explayaba el arroyo en una como ciénaga, entre los matorrales de junco explotados por ño Matica.;DICOL
yaré;Planta trepadora de bejucos leñosos de hasta 23 m de longitud y de hojas simples y alternas, muy usada en cestería por sus fibras flexibles y resistentes.;Había partido tres días antes del resguardo hacia el casco urbano a comerciar yuca, chontaduro, azafrán criollo y canastos tejidos en yaré.;DICOL
yata;Gusano que mide alrededor de 35 mm., de color café verdoso que ataca la planta del maíz, cortando los tallos de la planta.;La yata sale cada noche en busca de alimento.;DICOL
yax;Juego infantil que consta de una pequeña pelota y diez piezas parecidas a asteriscos que se disponen en el piso o alguna superficie y que se juega haciendo rebotar por una vez la pelota sobre la superficie de juego mientras se recoge, antes de que vuelva a caer, la mayor cantidad de estas piezas.;Por eso invitamos a todos los adultos para que les enseñen a los niños y niñas de su localidad a jugar el yax, las canicas, los encostalados la golosa, el lazo y el cucunubá.;DICOL
ye;Lugar en que se bifurca una vía o camino.;El conductor del bus nos dijo que nos bajáramos en la ye que estaba más adelante y que siguiéramos a mano derecha hasta encontrar el pueblo.;DICOL
yerbatero;Persona que se dedica al tratamiento de enfermos a través de prácticas curativas de la medicina tradicional o natural.;Posteriormente el médico fue un yerbatero campesino, Pío Gélvez que labraba el campo de lunes a viernes y llegaba al pueblo sábados y domingos con su tarantín de frascos y jarabes.;DICOL
yermis;"Juego por equipos que consiste en lanzar por el piso una pelota para que derribe una torre de tapas de gaseosa, los jugadores del equipo defensor deben reconstruir la torre y eliminar contrincantes golpeándolos con la pelota; sus rivales, intentarán derribarla con lanzamientos de la misma pelota hechos con bates o raquetas.";Quién no corrió, se ensució, raspó, rio o encontró en su camino a amigos y amores de toda la vida en un partido de yermis?;DICOL
yerto;Referido a una persona, que siente mucho frío.;Mi adorado novio cuando estaba yerta del frío, me sirvió de calefacción.;DICOL
yesquero;Pequeño encendedor de bolsillo con el que se encienden principalmente cigarrillos.;No te vayas de Jericó, fundado en 1851, sin tu carriel, recuerda que ahí podrás guardar, dados, barbera, yesquero y cigarrillos,;DICOL
yeyo;Desmayo parcial, desvanecimiento.;El tiempo no le alcanza para cumplir los compromisos, a tal punto que en días pasados le dio un ‘yeyo’ por el exceso de trabajo.;DICOL
yipao;Campero rústico adaptado para transporte de carga y personas en zonas rurales.;El yipao hace parte viva del paisaje cultural cafetero.;DICOL
yopo;Árbol de hasta 20 m de altura, tronco áspero, ramitas y follaje poco tupidos, flores de color blanquecino y fruto leguminoso con semillas redondas con propiedades medicinales.;Yopal se fundó en un área que estuvo ocupada por un bosque yopos -un yopal- de modo que la historia de la ciudad está atada a un árbol que abundó en la orinoquía.;DICOL
yota;Pieza de barro amasado y listo para dar forma a diversas vasijas o artesanías.;Ya está lista la yota, no hay que dejar que se reseque así que ¡a moldear se dijo!;DICOL
yuco;Especie de bizcocho elaborado a base de harina de yuca y cuajada.;Le llevo una docena de yucos a mi abuelita, para que se los coma con el chocolate de las onces esta semana.;DICOL
yucuta;Bebida refrescante de sabor ligeramente amargo, que se hace con harina de yuca brava desleída en agua fría.;Cuando los sálibas se convierten en médicos tradicionales no pueden tomar yucuta en abundancia, solamente un pocillo de yucuta bien finita y licuada.;DICOL
yulo;Roedor de hasta 1,5 m de longitud, de cabeza cuadrangular, cuello corto, orejas redondeadas y ojos pequeños, que tiene el pelo color castaño.;Además cuenta, que para tener contacto con el Oso, los Guatines, los Yulos, el Tigrillo y un Tigre que viven en esa amplia zona del Caquetá, le ayuda un indígena consumidor de ambil.;DICOL
yunga;Valle de tierra caliente.;Voy a cosechar las naranjas en el yunga, porque como es caliente, las frutas son dulces.;DICOL
yunta;Conjunto de pescados que se venden ensartados en una cuerda que se introduce por sus bocas.;Ahora hacemos yuntas hasta de 35 pescados que pesan entre cuatro y cinco libras pa venderlas.;DICOL
yuquero;Relacionado con la yuca o su cultivo.;Entregan créditos al sector yuquero.;DICOL
yuruparí;Leyenda épica que contiene en su texto elementos fundamentales de las tradiciones y cosmogonía de los pueblos nativos de la Amazonía, especialmente del territorio del Vaupés.;El estudio del yurupary tiene particular significado para Colombia y Brasil, los dos países regados por el Vaupés.;DICOL
yátaro;Nombre de varias especies de aves trepadoras, de pico arqueado y grueso casi tan largo como su cuerpo, alas cortas y cola larga, plumajes generalmente oscuros con diversos patrones de manchas de colores muy vivos y patas verdes muy vistosas.;Allí el silbido de la flecha de un indio cazador sorprende la carrera de un ligero ciervo ó el lento y pesado vuelo de un abigarrado yátaro;DICOL
zafado;Referido a una persona, falto de juicio, loco.;Que el tipo sea zafado, loco diga o no diga, no tiene nada que ver con nuestros problemas sociales.;DICOL
zafarrancho;Problema.;Entonces el pobre aludido, o baja la cabeza o se insolenta y se arma el zafarrancho y por eso todos preferimos calmar al ingenuo.;DICOL
zafarse;Soltarse.;Un terapeuta me zafó las vendas antes de enseñarme, o mejor dicho obligarme a usar unas muletas esperpénticas.;DICOL
zafo;Referido a algo, desprendido, suelto.;Todavía no he podido afinar la guitarra porque tiene una cuerda zafa.;DICOL
zamarros;Pantalones de cuero con abertura atrás que se usan para montar a caballo.;Atrás varias filas de fieros jinetes, lucen con orgullos flamantes zamarros cuyas extremidades tocan el suelo.;DICOL
zambapalo;Riña, gresca.;No estuvo el mejor jugador y el zambapalo que se armó fue tenaz.;DICOL
zambo;Referido a una persona, hijo de amerindia y negro.;"La ley limitó su propio alcance, pues alude en particular a las poblaciones rurales, y no definió ""negritudes"", es decir que excluyó a zambos y mulatos.";DICOL
zambumbia;Instrumento musical hecho de calabazo cuyo extremo se cubre con cuero templado al que se incrusta una vara de madera que, rozándola con la mano, produce un sonido similar al gruñido de un cerdo.;La zambumbia es muy popular en el departamento de Santander en los conjuntos guabineros para la música del torbellino.;DICOL
zamuro;Ave carroñera de tamaño mediano, plumaje negro y cabeza y cuello negros, desprovistos de plumas.;El rey de los gallinazos o rey zamuro es un ave compacta de extraordinario colorido (en plumaje adulto);DICOL
zanahorio;Referido a una persona, que no gusta de reuniones sociales y es de costumbres tradicionales.;Su sobrino Rodrigo, ecléctico e irreverente a pesar de su carita de niño bueno, zanahorio y pentecostal.;DICOL
zancudero;Cantidad grande de zancudos.;De ese lugar salen todas las plagas que se pueda imaginar, empezando por el zancudero que nos tenemos que aguantar todo el día.;DICOL
zancudo;"Insecto díptero de color negro, patas largas; la hembra chupa sangre y el macho se alimenta de néctar, savia y jugos de frutas ricos en azúcares.";El hombre espanta instintivamente un zancudo, se acomoda. El tiempo pasa. Por momentos la música pareciera distorsionarse y el viejo se agita intranquilo.;DICOL
zancón;Referido a una persona, de piernas largas.;Era, flaca, delgada, muy alta y zancona, por eso le iba muy bien en atletismo.;DICOL
zangolotear;Menear algo o alguien de un lado a otro con violencia.;Había una tormenta, el oleaje era muy fuerte, así que la embarcación se zangoloteaba de un lado para otro.;DICOL
zapallo;"Planta rastrera, con tallos muy largos y cubiertos de pelos ásperos, hojas anchas y lobuladas; grandes flores amarillas y fruto de gran tamaño.";El cultivo de zapallo en Colombia se realiza en huertos caseros, en climas cálido y templado.;DICOL
zapato;Persona fea, de mal aspecto físico.;Mirá, el tipo tenía poca gracia. Mejor dicho, era un zapato.;DICOL
zaperoco;Desorden, escándalo.;Intentó agarrarse de sus recuerdos para escribir un guión. Tenía una duda: “¿Cómo armo este zaperoco sin tomar partido? Era lo más difícil”.;DICOL
zapote;Árbol originario de América del sur, de hasta 15 m de altura, de tronco leñoso de corteza liza y café, grandes hojas de forma acorazonada, flores blancas y frutos comestibles.;La madera del zapote se emplea en ebanistería y carpintería.;DICOL
zaragoza;Fríjol rojo oscuro alargado.;Amo a mi familia. Música, el rock. Una comida, arroz blanco, zaragozas y queso.;DICOL
zarapa;Provisión de comida que se lleva para consumir en las faenas del campo o en un viaje.;Esta sabrosa comida adquiere una consistencia apastelada y representa la versión Caribe de un almuerzo no tan ligero, y le llaman zarapa.;DICOL
zarazo;Referido a un fruto, especialmente el maíz, sin madurar completamente.;Las mujeres habrán preparado con días de anticipación ayacas, cachapas (arepas de maíz zarazo), tungos de jojoto y la indispensable mamona.;DICOL
zarco;Referido a una persona, de ojos azules;Sí, es cierto, tiene una cara muy linda y unos ojos zarcos ni soñados.;DICOL
zarzo;En la parte más alta de una casa, espacio situado debajo del tejado que se usa para guardar objetos u otros fines.;Tenía libros que guardaba en el zarzo de la casa. Recuerdo haber visto libros de Schopenhauer.;DICOL
zoca;Referido a una mujer, calva.;Se hizo un tratamiento alisador para el cabello y el químico la dejó zoca.;DICOL
zona;Lugar o sector de una ciudad que tiene establecimientos dedicados a la prostitución.;Es importante que las autoridades de la ciudad decreten una sola zona de tolerancia unificada y con reglas estrictas.;DICOL
zopenco;Referido a una persona, brusca, ordinaria.;¡Este es mucho zopenco! Le echó por encima el carro a las astromelias de la abuela y las rompió todas.;DICOL
zorra;Especie de carreta tirada por un caballo que especialmente en la ciudad se usa para transportar escombros u objetos de reciclaje.;La Corte Constitucional prohibió en el 2003 el tránsito de zorras en las principales ciudades del país.;DICOL
zorrero;Persona que maneja una zorra.;Santuario fue su primer nombre y 1997 el año en que la suerte empezó a tocar sus cascos, cuando el dragoneante [...] lo negoció a un zorrero del centro de Bogotá.;DICOL
zorrongo;Referido a una persona, astuta y que finge adaptarse a cualquier situación para lograr sus propósitos.;Estaba muy conversador en el coctel y pasó de grupo en grupo hasta que se hizo presentar al director, a quien quería conocer personalmente el zorongo.;DICOL
zumbador;Juego infantil que consiste en un disco giratorio con dos orificios a través de los cuales se pasan dos cuerdas, se gira hasta enrollar las cuerdas y al acercar y separar las manos se produce un zumbido.;Jugar con la cauchera a dispararle a los pájaros, la coca y el zumbador eran algunos de los juegos en los que los niños se entretenían en esta ciudad.;DICOL
zumbambico;Niño fastidioso o molesto.;‘Zumbambico’, esa palabra propia de los regaños de las abuelas, es usada hoy por los nuevos padres y madres.;DICOL
zumbar;Arrojar algo.;Esta montañita para zumbar piedras, para que se desgualanguen achilados.;DICOL
zuncho;Cinta resistente que se usa para asegurar objetos para protegerlos durante su transporte.;Un domingo, me ordenaron guardar los famosos cajones. Me acuerdo que eran de madera, liados con zunchos, llenos de letreros de un alfabeto rarísimo, qué misterio.;DICOL
zunga;Prostituta.;Zunga que se respete por más salón de belleza y botox que se inyecte en la cara, jamás será una dama.;DICOL
zuro;Ave doméstica de plumaje gris oscuro en cabeza y cuello, y claro en vientre y alas, ojos naranjas o rojos, pico negro y patas de color rosado oscuro.;La paloma de castilla o zuro, que ahora vive en forma semisilvestre, es prácticamente la única ave que vive en las zonas más desprovistas de vegetación.;DICOL
zurrapa;Hija menor.;Luisita, la zurrapa de la familia, sólo tiene un año y ya corretea por todas partes.;DICOL
zurrumbo;Árbol hasta 20 m. de altura, corteza que se desprende, de hojas verdes simples alternas, de flores pequeñas verdes y amarillas, semillas redondas castaño oscuro, de uso industrial, medicinal y de alimento para los animales silvestres.;Hasta un mojón de piedra clavado al pie de un zurrumbo de aquí, sobre la derecha y siguiendo el mismo lindero hasta una puerta de golpe que está en el filo de entrada a potrero.;DICOL
zurrón;Referido a un niño, inquieto y travieso.;Estos zurrones me van sacar canas con esas travesuras.;DICOL
zurumbático;Referido a una persona, que ha quedado trastornada a causa de un impacto fuerte inesperado.;Y había muerto mi Jorge Mario. ¡Guau, qué noticia! Como ya dije, casi me da un soponcio. Quedé lela, lo que se dice lela. Aturdida, zurumbática, anonadada.;DICOL
zángano;Persona que se dedica a la brujería y a los maleficios.;Pues en el Chocó existían zánganos capaces de eso... Y si era para pelear, entonces se transformaban en tigres.;DICOL
ñacaroso;Referido a algo o a alguien, deteriorado, decrépito.;Te acuerdas de la moto ñacarosa que tenía? la vendí.;DICOL
ñame;Planta herbácea, cuyos bejucos alcanzan los 10 mts de longitud, con hojas helicoidales, flores de color crema, su follaje se usa en forma de cataplasmas.;Se atribuyen valores medicinales al ñame como anti-inflamatorio y anti-espasmódico o por su contenido moderado de alcaloides y esteroides.;DICOL
ñango;Coxis, parte final de la columna vertebral.;¡Agárrate para que no te vayas al piso, no sea que te maltrates el 'huesito del ñango'!, que así le llama el vulgo al lugar donde la espalda pierde su denominación.;DICOL
ñapa;Regalo que hace un vendedor a su cliente por realizar una compra.;Las compradoras regateaban hasta que finalmente obtenían una rebaja o se llevaban una buena ñapa.;DICOL
ñapanga;En la época de la colonia, mujer mestiza que se distinguía por sus costumbres aristocráticas, belleza y su vestimenta.;Habilísima en labores domésticas, la ñapanga cultiva su inteligencia con la lectura de escogidas piezas literarias.;DICOL
ñapango;Referido a una persona, mestiza.;"Mientras andan y trasiegan por las calles, callejones y afueras del poblacho, la gente dicta el fallo: muy ricos, muy en grande; pero eran unos ñapangos.";DICOL
ñatas;Nariz.;Vos ves en cine las cosas pegadas a tus ñatas.;DICOL
ñato;Referido a una persona o animal, que tiene la nariz casi plana.;Reconozco, eso sí, que el santo que se descabezó, con todo y lo ñato que era, se veía menos mal que el que entronizaron en su lugar, en su altar, con perfiladita nariz aguileña, griega.;DICOL
ñeque;Mamífero rodeor de tamaño mediano, cuerpo alargado que vive en cuevas y zonas boscosas.;El ñeque es un mamífero, de tamaño similar a un conejo grande, considerado en peligro de extinción. Son considerados importantes por la dispersión de semillas.;DICOL
ñero;Persona que vive en la calle.;Un ñero, en Bogotá, lo que los sociólogos, en su jerga insufrible, llaman una ‘persona en situación de calle’.;DICOL
ñervo;Trozo de carne dura y generalmente con nervio.;"Todos los domingos compro el ""ñervito"" para el sancocho.";DICOL
ñingrí;Poco, cantidad mínima de algo.;Arrastra una chuspa con un totumo lleno de birimbí y un ñingrí de pan.;DICOL
ñoco;Muñon, parte de un miembro amputado que queda adherida al cuerpo.;A un amigo una vez le arrancaron la primera falange del meñique de un mordisco (el pobre se quedó ñoco).;DICOL
ñonco;Referido a una persona, poco culta, sin instrucción y de formas toscas.;Una ñonca que ha pasado de la champa (canoa) a la moto no sabe las normas de tránsito poniendo en peligro su vida y otras.;DICOL
ñongado;Arroz cocido que se pasa de su punto de cocción y queda de consistencia demasiado blanda.;Después de esperar tanto, fue decepcionante ver ese arroz ñongado como plato principal.;DICOL
ñoño;Persona estudiosa e inteligente de poca vida social.;[…] me encantó dejar atrás al profesor timorato y ñoño que siempre se portaba bien con sus estudiantes y su círculo de conocidos.;DICOL
ñuco;Referido a una persona u objeto, ordinario o de apariencia desagradable.;No seas ñuco, esa ropa ya está pasada de moda.;DICOL
ñurido;Referido a una persona o animal, que está delgado y le faltan fuerzas.;"Esos niños están ""ñuridos"" de tanto aguantar hambre.";DICOL
a cabalidad;adecuadamente;el tra- bajo fue hecho a cabalidad;BDC
a juro;con terquedad o insistencia;a juro que tenía que hacerlo;BDC
a lo bien;correctamente, bien, sin mala intención;ayúdeme, pero a lo bien;BDC
a lo que dé el tejo;al máximo;haremos la fiesta a lo que dé el tejo;BDC
a mansalva;dicho de una agresión o ataque, a traición;los mataron a mansalva;BDC
a todo taco;dicho de una fiesta, reunión, ceremonia, etc , no ahorrar gasto alguno;del auto de fe pasamos al chocolate, servido aquella tarde a todo taco;BDC
abagó;selección de los mejores frutos de la cosecha de maíz, papa u otros productos agrícolas, con los que se suelen obsequiar a los amigos o a los cogedores;si yo supiera lo cierto/cuál jue el que te aconsejó,/te mandara tus maicitos,/ aparte del abagó;BDC
