modismo;significado;ejemplo;fuente
mono;tiras cómicas;;BDC
mono;dicho del pelo, rubio;;BDC
mono;dicho de una persona, rubia;;BDC
montañero;huraño;;BDC
montuno;dicho de una persona, muy tímido, huraño o de maneras rústicas;;BDC
montársela;a alguien . fastidiar insistentemente a una persona;;BDC
mordida;soborno, dinero que recibe ilegalmente una persona, a cambio de tolerar un acto ilícito;el policía de tránsito recibió su buena mordida;BDC
moridera;desaliento, debilidad, desmayo, generalmente pasajero;de pronto me da una moridera, distinta y peor que la de el morro: el sudor se me vuelve granizo por la frente, por la nuca, por todo el cuerpo;BDC
morona;migaja;;BDC
morona;partícula pequeña o fracción de algo;la porcelana quedó hecha boronas;BDC
morrocota;moneda antigua grande, de oro o de plata;;BDC
morrongo;lento, lerdo;;BDC
morrongo;taimado;;BDC
mosco;mosca;con sus medias no le pica mosco ni zancudo;BDC
mosquear;dicho del gallo de pelea cuando está ciego, tirar picotazos al aire como si cogiera moscas;;BDC
mote;granos de maíz sin cáscara y cocinados, que se usan en la preparación de diferentes platos;;BDC
mote;sopa de ñame con queso;;BDC
motete;atado, envoltorio, paquete, especialmente de ropa;;BDC
motola;cabeza;le funciona mal la motola;BDC
motoso;dicho del cabello, corto y ensortijado;;BDC
motoso;dicho de una prenda de vestir, que tiene motas;;BDC
motoso;sueño breve;echar un motoso;BDC
moya;vasija de barro cocido, grande como una tinaja, pero sin cuello;;BDC
moyo;vasija de barro cocido, grande como una tinaja, pero sin cuello;;BDC
mozo;amante;;BDC
moñona;en el tejo, acierto máximo que se logra al reventar la mecha y quedar el tejo embocinado;;BDC
moñona;en el juego de bolos, tumbar todos los palos de una vez;;BDC
muchilero;dicho de un medio de transporte público, que para en muchos sitios;;BDC
mucho tilín tilín y nada de paletas;expresión que se usa para indicar que se hace mucho alarde de algo pero no se resulta con nada;;BDC
mueco;desdentado;;BDC
muenda;zurra, tunda, paliza;"mi mamita me pegó/porque eché un peine a rodar;/ mamita, dame otra muenda/y ayudámelo a buscar";BDC
mugre;suciedad;;BDC
mugre;persona o cosa despreciable;pues, quién sabe si se dejan embobar de cualquier mugre;BDC
mula;cabeza;;BDC
mula;camión de gran capacidad para transportar carga pesada;;BDC
mula;persona que transporta clandestinamente drogas;;BDC
mulera;especie de poncho o manta pequeña, más larga que ancha, que usan los arrieros para proteger la ropa y para vendar las mulas;"con el mugriento sombrero hacia atrás; la mulera al hombro";BDC
murriar;impregnar una superficie con cemento muy diluido en agua;;BDC
musaraña;mueca y gestos que se hacen con la cara y las manos, casi siempre por burla;;BDC
musengue;especie de espantamoscas fabricado con un cabo de palma deshilado, preferentemente del cogollo de la palma de vino;;BDC
mute;sopa preparada con granos de maíz cocinados y pelados, legumbres y otros ingredientes;;BDC
muérgano;dicho de una persona, inútil, vago;;BDC
muñeco;cadáver;;BDC
muñequera;pelea a puños;;BDC
mágico;narcotraficante;;BDC
míchico;voz, que repetida, se emplea para llamar los gatos;;BDC
míster;estadounidense, y, más generalmente, extranjero de aspecto rubio o blanco;un míster preguntó por la señorita;BDC
música guasca;género popular de ritmo sencillo, similar al corrido o ranchera;;BDC
nacido;forúnculo, inflamación infecciosa de las glándulas sudoríparas, especialmente la de las axilas;;BDC
naco;puré de papa;;BDC
nalguear;golpear a una persona en las nalgas;;BDC
nariguera;aro de metal que se pone a algunos cerdos y reses en la nariz;;BDC
nave;automóvil lujoso;qué nave la que te compraste;BDC
necear;molestar, portarse mal, no hacer caso;han neceado todo el día;BDC
necio;chinchoso, fastidioso;;BDC
negramenta;conjunto de personas de raza negra;;BDC
neura;mal humor;tiene una neura porque no le resultó el negocio;BDC
ni por el putas;de ninguna manera;;BDC
niguatero;persona de mal comportamiento, de poca importancia;ese es un pobre niguatero;BDC
niña;forma de tratamiento de respeto y afecto que se usa con las mujeres, especialmente mayores;niña luisa, ya llegué;BDC
no aguanta;indica que es imposible o inconveniente realizar algo;;BDC
no aguanta;indica que algo o alguien no llena las expectativas;;BDC
no comer cuento;no dejarse convencer de algo;;BDC
no estar el palo para hacer cucharas;expresa que uno no está en situación o disposición para hacer algo;no todos los días está el palo para hacer cucharas;BDC
no saber ni dónde está parado;no tener ni idea de lo que debe hacer;;BDC
no saber o entender ni papa;ser completamente ignorante en un tema;no sé ni papa de francés;BDC
no servir para tacos;ser incapaz de hacer algo, inepto;;BDC
no tener para la yuca;no disponer de dinero para el mercado;;BDC
no tener pierde;tener éxito asegurado;ese negocio no tiene pierde;BDC
nochera;prostituta;;BDC
nochero;mesa de noche;;BDC
nuestro amo;entre los católicos, la hostia consagrada en la eucaristía;;BDC
número;amante;;BDC
obra gris;fase del proceso de construcción posterior a la obra negra, en la cual las paredes ya están pañetadas e instaladas otras partes de la vivienda, como puertas y closets;;BDC
obra negra;fase del proceso de construcción en el cual solo se han terminado la estructura básica: las paredes y los pisos;;BDC
obsequioso;referido a la persona dadivosa, que suele hacer regalos;;BDC
ojo de pescado;carnosidad de la piel que se produce por un virus;;BDC
ojos brotados;dicho de los ojos, saltones;berreó él;BDC
olla;sitio de mala muerte donde se expenden alucinógenos;;BDC
olleta;recipiente para preparar el chocolate;;BDC
onceadero;salón de onces;;BDC
onces;corto refrigerio que se toma entre el almuerzo y la comida o, en algunos lugares, entre el desayuno y el almuerzo;;BDC
opa;voz para saludar o llamar la atención;;BDC
oste;voz que emplean los campesinos para detener a los bueyes de trabajo;;BDC
ovejo;carnero, macho de la oveja;;BDC
pachanga;fiesta muy animada, con música, baile y licores;;BDC
pachocha;pachorra, calma excesiva en hacer las cosas;no hagas más pachocha y ponte a estudiar;BDC
pachochar;hacer algo con lentitud deliberada;;BDC
pachorrear;demorarse deliberadamente en la ejecución de alguna labor;ese peón pachorrea demasiado;BDC
paila;recipiente de cocina, de metal, con asas, redondo y algo profundo que se usa especialmente para fritar;;BDC
paisa;antioqueño;;BDC
paja;algo no verídico;eso que usted me está diciendo es pura paja;BDC
pajarear;andar buscando amoríos por todos lados;;BDC
pajarero;dicho de un caballo, asustadizo;;BDC
pajudo;mentiroso;;BDC
palanca;persona cuya intervención o influencia se utiliza para obtener algo;tiene muchas palancas en el gobierno;BDC
palanquear;interceder con poder o influencia para lograr algún fin, por ejemplo, conseguirle empleo a alguien, cupo en un plantel escolar, etc;;BDC
paleta;helado en forma de pala, que se chupa cogiéndolo por un manguito de madera;;BDC
palo;ganador inesperado;su elección fue considerada como un palo;BDC
palo;árbol;un palo de mango;BDC
palo de agua;aguacero;;BDC
paloma;breve recorrido gratuito en un vehículo;;BDC
paloma;actividad o trabajo transitorio como reemplazo de alguien que está en una posición superior;;BDC
pan;vulva de la mujer;;BDC
pan de agua;variedad de pan blanco con poco aliño;;BDC
pan de bono;panecillo de yuca o maíz con queso;;BDC
pan de maíz;panecillo a base de maíz;;BDC
pan de yuca;panecillo de yuca en forma de herradura;;BDC
pandero;especie de galleta de almidón, mantequilla, azúcar, huevos y a veces panela;;BDC
panela;azúcar morena, sin refinar, que se prepara con la miel de la caña de azúcar y se presenta en bloques de variadas formas y tamaños;;BDC
panelero;relativo a la panela;industria panelera;BDC
panocha;arepa grande hecha de maíz tierno (choclo) que se envuelve en hojas de plátano y se asa en la brasa;;BDC
panocha;pan grande, relleno de dulce y queso;;BDC
panocha;empanada pequeña hecha con arequipe y rellena con coco rallado;;BDC
panocha;vulva;;BDC
pantallero;fanfarrón, amigo de alardear;;BDC
pantaloncillos;calzoncillos;;BDC
pantalonudo;corajudo, valiente;;BDC
papa;comida, alimento;;BDC
papa caliente;asunto difícil y delicado de tratar;el reemplazo de juan manuel santos en la u se volvió una papa caliente;BDC
papa criolla;la que es pequeña y amarilla;;BDC
papas chorreadas;las que son cubiertas de un guiso criollo con queso derretido;;BDC
papayazo;ocasión, oportunidad que alguien aprovecha para hacer algo, generalmente en perjuicio de otra persona;;BDC
papelero;simulador;no le creas que está enferma porque es muy papelera;BDC
papujo;dicho de una persona, que tiene abultados los párpados;;BDC
papujo;dicho de una persona, que es de baja estatura y de cuello corto;;BDC
paraco;dicho del cabello, desordenado, desarreglado;;BDC
paraco;paramilitar;;BDC
paramar;lloviznar;;BDC
paramuno;perteneciente o relativo a los páramos;;BDC
parce;entre jóvenes, compañero, amigo;;BDC
parcero;entre jóvenes, compañero, amigo;;BDC
parche;sitio de reunión de jóvenes;;BDC
parche;grupo de jóvenes;;BDC
parte;multa por infracciones de tráfico;;BDC
parva;conjunto de galletas, pasteles y otras golosinas que se toman con las comidas;;BDC
pasabocas;aperitivos pequeños, generalmente de sal, que se ofrecen en reuniones sociales;;BDC
pasar aceite;dicho de una persona de edad avanzada, encontrarse en mal estado de salud;mi abuelo ya está pasando aceite;BDC
pasar como sobre ascuas;pasar rápidamente sobre un asunto;;BDC
pasar de agache;rehuir mañosamente el tratamiento o solución de un asunto;;BDC
pasar el páramo;expresa el hecho de haber tenido un susto aterrador;;BDC
paseo millonario;modalidad de atraco que consiste en irrumpir en un taxi y obligar al pasajero a retirar sucesivamente dinero de los cajeros electrónicos;;BDC
pasillo;musica y baile típico de la región andina, de ritmo rápido y ligero;;BDC
pasma;estado producido por la suspensión del efecto embriagante de las bebidas alcohólicas;;BDC
pasmado;atontado, alelado por dejar de beber licor;;BDC
pasmarse;quedar atontado, alelado por la interrupción del consumo de alcohol;;BDC
patacón;rebanada frita de plátano verde. ∥ ~;;BDC
pataleta;acceso violento de ira o enojo;;BDC
patanada;acción grosera y torpe de una persona;;BDC
patasola;personaje de espanto en una conocida leyenda popular;;BDC
patilla;parte trasera superior de la canoa, sobre la cual se coloca el patrón o piloto;;BDC
patilla;sandía;;BDC
patinarle el coco;comportarse como si estuviera chiflado;;BDC
patirrajado;persona de baja condición social;ese es un pobre patirrajado;BDC
pato;recipiente donde orinan personas enfermas que no se pueden levantar de la cama;;BDC
pato;persona que asiste a un evento sin ser invitado o sin pagar. il;;BDC
patojo;expresión de cariño hacia una persona;;BDC
patojo;oriundo de popayán;;BDC
patojo;niño considerado de pocos años. era un patojo cuando lo conocí;;BDC
patota;grupo grande de personas;;BDC
patuleco;que tiene las piernas torcidas;;BDC
patuleto;que tiene las piernas torcidas;;BDC
paturro;de baja estatura;;BDC
paz y salvo;certificado oficial en el que se afirma que una persona no debe o no adeuda nada al estado por concepto de impuestos;;BDC
pañalera;lugar donde se venden pañales y otros artículos para bebés;;BDC
pañalera;bolsa donde se guardan los pañales y otros objetos de aseo de un bebé;;BDC
pañetar;cubrir con pañete una pared;;BDC
pañete;mezcla de cemento y arena para enlucir paredes;;BDC
pechichar;consentir a alguien;;BDC
pechichar;tratar a una persona con especial cariño;;BDC
pechichón;consentido, mimado;;BDC
pechugón;"que le gusta vivir a costa de los demás. «todo esto —dice césar sacando los cartones son encomiendas de las hermanas de mi señora chepa, la amiga de mamá ¿no? ; señoras más pechugonas";;BDC
pecueco;mal olor que se produce entre los dedos de los pies por falta de aseo;;BDC
pecueco;dicho de una persona, cosa o actividad, que se considera de mala calidad o insatisfactorio;me metí en un negocio pecueco;BDC
pedir cacao;rendirse en una disputa;;BDC
pedir excusas;disculparse, presentar excusas;;BDC
pega;chanza;;BDC
pega;resto de comida, especialmente de arroz, que queda adherida al fondo de la olla durante la cocción;;BDC
pegote;stder , nstder. niño pequeño;;BDC
pela;golpes dados a alguien generalmente con una correa;li'arrancó la carta que tenía guardada en el seno, l'encimó su buena pela y la rumbó de la casa;BDC
peladez;carencia de dinero;;BDC
pelado;calvo;;BDC
pelado;niño o adolescente;todos esos pelados son amigos de mi hermana;BDC
pelanga;plato popular hecho con vísceras de res;;BDC
pelar;zurrar, castigar a los niños;;BDC
pelicandelo;pelirrojo;;BDC
pelota;tonto, bobo;;BDC
peludo;difícil, complicado;está peludo este examen;BDC
pena;vergüenza, cohibición;;BDC
pendejear;hacer o decir necedades o tonterías;deja de pendejear y ponte a trabajar;BDC
pendejo;tonto, estúpido;;BDC
penoso;tímido;;BDC
pepa;balazo;;BDC
pepa;cabeza humana;;BDC
pepa;gragea medicinal;;BDC
pepo;que está bajo el efecto de un alucinógeno;;BDC
perchudo;elegante, bien vestido;;BDC
pereque;molestia, mortificación;ese señor pone mucho pereque con sus visitas a deshoras;BDC
perezosa;silla con respaldo largo y asiento hechos de una misma pieza de lona y con tijera graduable;;BDC
perica;cocaína empleada como alucinógeno;;BDC
perico;ave;;BDC
perico;café con leche servido en taza pequeña;;BDC
peritazgo;peritaje;;BDC
perjudicar;desvirgar o embarazar a una mujer;;BDC
perrata;plebe;la perrata se sublevó;BDC
perratearse;echarse a perder algo o alguien, dañarse;;BDC
perrenque;zurriago;;BDC
perrera;lugar con casas pequeñas para perros;;BDC
perrero;látigo de cuero sujeto al extremo de una vara de un metro de longitud, aproximadamente;;BDC
perro;dicho de un hombre, que corteja a varias mujeres al mismo tiempo;;BDC
petaquearse;echar a perder una cosa;se petaqueó la máquina;BDC
petaquearse;causarle perjuicio a una persona;se lo petaquearon con ese encargo;BDC
peto;alimento hecho con granos enteros de maíz cocido que se sirve con leche y panela;;BDC
picado;pretencioso;;BDC
picado;disgustado;quedó picado conmigo;BDC
picado;partido de fútbol informal;;BDC
picado;conjunto de pasabocas compuesto de frituras;;BDC
picado;punzada, dolor agudo, repentino y pasajero;me dio una picada en la cintura;BDC
picar el ojo;cerrar y abrir rápidamente un ojo como señal o advertencia a alguien;le picó el ojo para coquetearle;BDC
picha;secreción de los párpados que se cuaja en el borde de estos;;BDC
pichar;realizar el acto sexual;;BDC
piches;secreción de los párpados que se cuaja en el borde de estos;;BDC
pichicato;cicatero, tacaño;;BDC
pichingo;miembro viril;;BDC
pichingo;pájaro pequeño, especialmente el gorrión implume;;BDC
pichirilo;automóvil viejo;;BDC
picho;podrido;;BDC
picho;desagradable;la reunión resultó picha;BDC
picho;gran cantidad de algo;mi vecino está picho de dinero;BDC
pichonear;sorprender a una persona haciendo o diciendo algo inconveniente o indebido;;BDC
pichoso;que tiene lagañas en los ojos;;BDC
pichurreo;venta al menudeo, negocio de poca venta;;BDC
pichurria;cosa insignificante, de poco valor;;BDC
pico;beso;le dio un pico, un piquito;BDC
pico y placa;limitación horaria del tránsito vehicular urbano en ciertos días;;BDC
picurearse;escaparse, fugarse;;BDC
piedra;furia, enojo como reacción por algo;;BDC
pilo;dicho de una persona, que es muy juiciosa y aplicada;;BDC
piloso;aplicado, esforzado, despierto;;BDC
pinchado;elegante, que viste muy bien;;BDC
pinga;pene;;BDC
pingo;fórmula de tratamiento de confianza entre amigos;hola, pingo;BDC
pingo;malo;qué negocio tan pingo;BDC
pingo;persona;quién es ese pingo;BDC
pingua;persona u objeto de tamaño muy pequeño;carlitos es una pingua de dos años;BDC
pingua;canica pequeña;;BDC
pinol;bebida hecha de harina de maíz tostado a la que se agrega cacao y panela o azúcar;;BDC
pinta;vestimenta;qué pinta me pongo para el coctel;BDC
pioja;espolón de gallo que se pone al peleador cuando este tiene las espuelas muy cortas o dañadas;;BDC
pioja;espuela para picar las caballerías;;BDC
pipa;barriga, vientre;me duele la pipa;BDC
pipiciego;cegato, corto de vista;;BDC
pipocho;lleno, repleto;;BDC
piponcho;lleno, repleto;;BDC
pipón;dicho de una mujer, encinta;la señora está ya pipona;BDC
pipón;barrigón;;BDC
pique;arranque rápido de un automóvil;;BDC
pique;competencia de carreras cortas de automóviles;;BDC
piqueria;porfía, rivalidad, emulación entre dos copleros o repentistas;;BDC
piqueria;acto de entrar en competencia dos copleros;;BDC
pisar;adelantar parte del precio de un negocio, con el fin de asegurarlo;te piso la compra del apartamento con un cheque;BDC
pisar;marcharse;con permiso yo me piso;BDC
pispo;bonito, agradable;;BDC
piste;maíz quebrado y no reducido a harina que, mojado y puesto en reposo, se fermenta y sirve para hacer la mazamorra de piste;"de esta tierra me destierran/por no darme mazamorra;/ que el gallo les coma el piste/y el puerco les rompa l'olla";BDC
pistero;hematoma producido por un puñetazo en un ojo;le hicieron su buen pistero;BDC
pisón;pisotón;;BDC
pitchear;en el juego de béisbol, lanzar la bola al bateador;;BDC
pite;juego infantil con monedas;;BDC
pite;pedazo pequeño de una cosa;deme un pite de panela;BDC
piu;voz que, repetida, se usa para llamar a las gallinas;;BDC
planazo;golpe que se da con la parte plana del machete;;BDC
planta de la mano;palma de la mano;;BDC
plato;persona o asunto divertido o muy peculiar;qué plato de película;BDC
plato frío;menú que consiste en pollo, pavo, jamón, mortadela o galantina, etc , con ensalada de papa, de verdura o de fruta, a veces con crema de leche, que se sirve frío;;BDC
plato hondo;el que se usa para tomar la sopa;;BDC
plato pando;el que es de poca hondura, casi plano y grande;;BDC
plato tortero;el que es pequeño y se usa para servir postres o tortas;;BDC
platudo;rico, adinerado;él invita que está platudo;BDC
platón;recipiente circular, ancho y poco profundo que se usa para lavar la ropa;;BDC
plebe;ordinario, soez;pedro es muy plebe;BDC
plomera;tiroteo;;BDC
pochecas;glándulas mamarias femeninas;;BDC
pochola;cerveza;;BDC
pola;cerveza;;BDC
policivo;relativo a la policía;;BDC
pomo;borla de un material suave o algodón que se usa para aplicarse polvos;;BDC
pompo;romo, sin punta o sin filo;;BDC
ponchera;recipiente ancho y de poca profundidad que tiene diferentes usos;;BDC
poner conejo;engañar, incumplir las promesas hechas;en la reunión informal de las comisiones séptimas, maría cristina ocampo dijo que el gobierno le puso conejo al congreso con las reformas a la seguridad social. el congresista alberto cano le reprochó diciéndole que si no le daba pena usar esas palabras tan feas en la casa de las leyes. más penoso es que el gobierno nos ponga conejo y no se ponga colorado, insistió ella;BDC
poner conejo;abandonar un establecimiento público sin pagar el servicio que se ha recibido;usté está creyendo que me va a robar a mí? [ .]. pues está muy equivocado mijito: tiene que ir a ponerle sus conejos a otra más pendeja que yo;BDC
ponerse mosca;estar en alerta, avisparse;;BDC
popocho;gordo;;BDC
popocho;variedad de plátano;;BDC
popocho;dicho de una persona, lleno por comer mucho;;BDC
popocho;repleto, harto;;BDC
popora;chichón, tumor;juan tiene una popora en la pierna;BDC
poporo;calabazo de los indígenas de la sierra nevada, donde mezclan la coca con cal y ceniza;;BDC
poposearse;defecar involuntariamente un niño, ensuciándose la ropa;;BDC
popó;excremento;;BDC
pordebajear;humillar, subestimar a una persona;nieves consiente en la venta, porque ve la conveniencia . ¡mas luego vos estás sola y pordebajiada;BDC
porra;cabeza humana;;BDC
porra;persona inteligente;;BDC
porro;aire folclórico originario de la costa caribe colombiana con influencia de la cultura negra;;BDC
portacomidas;portaviandas de cacerolas superpuestas para llevar la comida fuera de casa;;BDC
pote;individuo gordo y de baja estatura;;BDC
pote;cárcel;;BDC
poteca;ahuyama;;BDC
poteca;puré de ahuyama, arracacha o papa;;BDC
potreraje;canon de arrendamiento que se paga al propietario de un potrero;;BDC
precipitud;precipitación;;BDC
prender;encender, poner en funcionamiento algo, como un carro, la luz, etc;;BDC
prender;dicho de una persona, embriagarse ligeramente;se prendió con dos cervezas;BDC
prima;suma, adicional al sueldo, que los empleadores dan de vez en cuando o en forma regular a sus empleados;;BDC
principio;alimento que se sirve junto con el arroz, carne y papa, por ejemplo, habichuelas, frijoles, alverjas o lentejas;;BDC
pringar;desinfectar un objeto sumergiéndolo en agua hirviente;;BDC
pucho;restos que quedan de algo;;BDC
pucho;pequeña cantidad de algo;me vende un pucho de alverjas, por favor;BDC
pucho;chato, persona de nariz corta;;BDC
pucho;colilla del cigarrillo;;BDC
puntaje;número determinado de tantos que se ganan en el juego, o que se obtienen en un examen;;BDC
puntal;refrigerio;corremos a casa a tomar el puntal para volver al trisagio;BDC
puntear;ir delante de todos en una competencia;;BDC
puntero;en las competencias de velocidad, persona que va en el primer lugar;el ciclista colombiano va de puntero;BDC
puntilla;clavo delgado, de hierro o acero que se emplea en construcciones y otros usos;;BDC
pupo;ombligo;;BDC
putas;demonio;llevárselo el putas;BDC
putear;insultar a alguien con palabras soeces;;BDC
puñera;serie de puñetazos;;BDC
pájaro;durante la violencia de los años cincuenta, asesino al servicio de un partido político;;BDC
pájaro;pene;;BDC
páramo;llovizna;;BDC
páramo;lugar de la zona andina que se encuentra a más de tres mil metros de altura;;BDC
quebrar;matar, asesinar;;BDC
quedar pálido;asustarse;quedaron pálidos con la noticia;BDC
quedarse;reprobar una asignatura;me quedé en cálculo;BDC
quedarse;permanecer alguien soltero, siendo ya una persona mayor;;BDC
quedarse o dejar con los crespos hechos;sufrir o causar una frustración debido a expectativas no realizadas;;BDC
quejereque;que se queja por todo;;BDC
querido;dicho de una persona, simpática, amable;ella es muy querida con todo el mundo;BDC
querneja;trenza del cabello de una mujer;;BDC
quesillo;queso blanco, blando y suave que se envuelve en hojas de plátano;;BDC
quesque;dizque, presuntamente;me dijeron quesque va a venir el obispo;BDC
quicato;dicho de un niño o adolescente, mal educado, entrometido;ese muchacho es muy quicato;BDC
quicha;diarrea;;BDC
quijo;clase de granadilla de corteza suave;;BDC
quimba;alpargata;;BDC
quimbolito;pequeño envuelto, hecho en una masa similar a la del ponqué, que se envuelve en hoja de plátano y se cocina al vapor;;BDC
quin;golpe dado con el herrón de un trompo contra otro trompo;;BDC
quingo;camino con curvas;;BDC
quinta;casa con antejardín o rodeada de jardines;;BDC
quisque;dizque, presuntamente;me dijeron quesque va a venir el obispo;BDC
quitarle el hipo;a alguien . bajarle los humos a alguien;;BDC
quién quita;se usa para expresar cierta esperanza de que algo suceda;quién quita que se casen;BDC
qué guama;expresión de enfado o contrariedad;;BDC
qué lapo de mujer;se emplea para ponderar los atributos de una mujer;;BDC
qué vaina;expresión de disgusto o preocupación;;BDC
rabón;molesto por algo;;BDC
rajaleña;baile y canto del folclor huilense y tolimense;;BDC
rajar;salir reprobado en una asignatura o en un examen cualquiera;se rajó en el examen de matemáticas;BDC
rajar;hablar mal de alguien;;BDC
rambar;rapar;;BDC
rampla;plano de terreno inclinado, para subir o bajar por él;;BDC
rancharse;alojarse en un lugar, por lo general sin consentimiento de los dueños;;BDC
rancharse;empecinarse en hacer o no hacer algo;;BDC
randanga;serie o montón de personas, animales o cosas;;BDC
raponazo;robo de algo de forma violenta, por sorpresa y rápida, en el que el ladrón se fuga corriendo;;BDC
raponear;apoderarse ilícitamente de una cosa, quitándola con violencia o sorpresa de las manos o de encima de una persona;;BDC
raponero;y persona que raponea;;BDC
rasca;guacharaca, instrumento musical de percusión hecho con caña y con unas pequeñas ranuras que suenan al rasparlo;;BDC
rasca;borrachera, embriaguez;;BDC
rascarse;emborracharse;;BDC
rata;ratero;;BDC
rata;persona vil y despreciable;;BDC
rata;tasa de interés;;BDC
rayarse;molestarse;;BDC
reato;escrúpulo;;BDC
rebuscarse;ingeniarse para encontrar medios de subsistencia diaria;;BDC
rebusque;actividad que se hace para obtener lo necesario para la subsistencia diaria;;BDC
recado;conjunto de ingredientes que se agregan a la sopa, como granos, alverja, papa, mazorca, etc;;BDC
recocha;diversión desordenada y ruidosa;;BDC
recocha;broma;;BDC
recochar;chancearse con alguien;como que me estás recochando, ¿no;BDC
recochar;divertirse en forma desordenada y ruidosa;;BDC
recorderis;indicación para no olvidar algún asunto;acepto la invitación, pero dame un recorderis la víspera;BDC
recorrido;dicho de una persona, que tiene mucha experiencia;;BDC
recursivo;dicho de un lugar o sector de la ciudad, que tiene establecimientos comerciales, colegios, facilidades de transporte;el centro es muy recursivo;BDC
recursivo;dicho de una persona, que se le ocurren ideas para salir airosa en cualquier situación;;BDC
refajo;bebida refrescante compuesta de cerveza y gaseosa;;BDC
refundir;extraviar algo;refundí el libro que me regalaron;BDC
regalar;servir o traer algo que se pide;me regala un café, por favor;BDC
regarse;abundar en improperios, razones o elogios;se regó en críticas y acusaciones;BDC
reguero;conjunto de cosas desordenadas;recoge el reguero que dejaste en el estudio;BDC
relievar;exaltar, destacar o engrandecer una cosa;;BDC
remezón;temblor leve;;BDC
remezón;cambio brusco de carácter político, social o económico;;BDC
remojo;invitación que hace una persona por estar estrenando o celebrando algo;hoy daré el remojo por mi nuevo puesto;BDC
renguera;renquera;;BDC
renguera;rabia paralizante del ganado vacuno trasmitida por el vampiro;;BDC
repelar;comer los restos que quedan de una comida en una olla;;BDC
repele;sobras de comida;;BDC
requintar;arreglar o componer la carga de las bestias;;BDC
res;animal vacuno, especialmente la vaca;;BDC
resbaladera;refresco que se prepara con arroz molido, agua, azúcar y esencia de rosas;;BDC
resbaloso;huidizo, inclinado a no comprometerse, especialmente con el matrimonio;;BDC
retén;puesto de policía, fijo o móvil, para controlar cualquier actividad;;BDC
revendedora;mujer que vende víveres en la plaza del mercado;;BDC
revirar;replicar vivamente;;BDC
revirar;en ciertos juegos, doblarle la apuesta al contrario;;BDC
rezandero;que reza mucho;;BDC
riche;papa pequeña;;BDC
riego;porción de tierra húmeda destinada a una sementera;tengo un riego de papa;BDC
rila;carne blanca y fibrosa de res vacuna;;BDC
rochela;bullicio, desorden;;BDC
rodillijunto;que tiene las piernas torcidas, con las rodillas juntas;;BDC
rollo;tema o exposición acerca de algo;me gusta el rollo de la literatura colombiana;BDC
rondador;zampoña, instrumento musical parecido a la flauta, con varios tubos de caña escalonados;;BDC
rosca;grupo de personas que obra en beneficio propio, excluyendo a otras sin razón;no le dieron el puesto, porque no era de la rosca;BDC
roscón;rosca de harina de maíz rellena de bocadillo o arequipe salpicada con azúcar;;BDC
roscón;homosexual;;BDC
rumba;diversión colectiva que incluye licor y baile;;BDC
rumbadora;juego infantil que consiste en hacer vibrar una ruedita en un cordel;;BDC
rumbar;expulsar a alguien de un lugar;;BDC
rumbear;coquetear, conquistar a alguien;;BDC
rumbear;participar en una fiesta o rumba;rumbeamos hasta las tres de la mañana;BDC
rumbear;tener una relación sexual casual con alguien;;BDC
rumbero;que le gusta la fiesta y la diversión;;BDC
rumbo;herrumbre, óxido que se forma en las vasijas y objetos de cobre cuando no se usan;;BDC
runchera;lugar deteriorado, en malas condiciones;ese hotel es una runchera;BDC
runcho;mamífero marsupial, pequeño, de hocico prominente;;BDC
ruyas;pequeños rollos de harina de maíz, con los que se hace sopa;;BDC
saber;acostumbrar;este amigo sabe madrugar todos los días;BDC
saberselas todas;expresión con que se pondera la habilidad de una persona para desempeñarse bien en su actividad;;BDC
sacar la mano;descomponerse un aparato;;BDC
sacar la piedra;fastidiar, importunar, sacar de casillas a alguien;me sacó la piedra con todos sus chismes;BDC
sacarle un gato;a alguien . golpear a alguien con el puño en el bíceps o en el cuadriceps;;BDC
sacarse las yucas;hacer traquear los nudillos de los dedos;;BDC
sagú;planta y harina del mismo nombre que se extrae de la raíz y se utiliza como alimento;;BDC
salado;dicho de una persona, que tiene mala suerte;estamos salados, no hemos ganado ningún partido;BDC
salar;tener o dar mala suerte;;BDC
salir;armonizar entre sí varias cosas o cualidades de ellas, especialmente tratándose del vestido;los zapatos le salen con la chaqueta;BDC
salir como pepa de guama;salir rápidamente;;BDC
salir como un tiro;salir velozmente;;BDC
salir pitado;salir a toda velocidad;salieron pitados para la casa;BDC
salpicón;mezcla de trozos de diferentes frutas con algún líquido, como jugo de naranja o gaseosa;;BDC
saltar matones;estar en apuros o en grandes dificultades, especialmente de carácter económico;;BDC
saltársele la chispa;ponerse furioso;;BDC
salud;expresión que se dice a alguien cuando estornuda;;BDC
salón;lugar donde se imparte una clase en una institución educativa;tenemos clase de español en el salón 215;BDC
sampedrear;divertirse en la fiesta de san pedro, el 29 de junio;;BDC
sancochería;establecimiento, generalmente mal acondicionado, en donde se sirven comidas populares;;BDC
sanjuanear;divertirse en la fiesta de san juan, el 24 de junio;"san juan y la magdalena/se jueron a sanjuaniar;/san juan le pegó un moquete/que la hizo patiboliar";BDC
sanjuanero;baile típico del huila y tolima que es una mezcla del bambuco y de joropo;;BDC
sapear;delatar;lo sapearon sus mejores amigos;BDC
sapo;vulva de la mujer;una mujer se orinó/a la sombra di un papayo,/y a un sapo le daba risa/de mirar a su tocayo;BDC
sapo;adulador;;BDC
