palabra;significado;ejemplo;fuente
trapero;Utensilio doméstico que consta de un mango largo y un manojo de tiras absorbentes en el extremo.;Completa línea de traperos y trapos diseñados para el adecuado mantenimiento de sus pisos.;AcademiaColombianaLengua
trapiche;Lugar donde se procesa la caña de azúcar para la producción del azúcar, la miel y la panela.;Es dueño de la finca Ancón, que cubre gran extensión de terreno al norte de la ciudad, con numerosos cafetales y caña de azúcar con sus respectivos trapiches.;AcademiaColombianaLengua
trapo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
traqueteado;Referido a una persona, muy acabada o trajinada.;Al cumplir ya los 90 años y por lo traqueteado que se siente, se le debe reconocer a Fidel Castro como héroe.;AcademiaColombianaLengua
traquetear;Comerciar con droga.;Dicen que traquetea con marihuana también.;AcademiaColombianaLengua
traqueto;Referido a una persona o cosa, que se relaciona con actividades ilícitas, especialmente con el narcotráfico.;Todo en el traqueto es ruidoso: La 4x4, el reloj de oro, los zapatos, la camisa blanca abierta.;AcademiaColombianaLengua
trasbocar;Vomitar.;Luego de tomar varios vasos de agua, el occiso presentó vómito y a partir del momento que trasbocó por primera se empeoró su estado de salud.;AcademiaColombianaLengua
trasnocharse;Pasarse la noche en vela o dormir solamente una parte de ella.;Entonces madrugamos para realizar esas tareas tan importantes, nos trasnochamos, llevamos trabajo a la casa y todo por sacar una tarea adelante.;AcademiaColombianaLengua
trasteo;Traslado de los muebles y enseres a una nueva vivienda.;Si requieres trasladar tus objetos o enseres de un lugar a otro, te ofrecemos un servicio completo de transporte y trasteos.;AcademiaColombianaLengua
trasto;Utensilios de cocina que se usan para preparar o servir los alimentos.;Mejoremos el uso del agua en la cocina. Antes de lavar los trastos, retire los residuos orgánicos (comida) y deposítelos en una caneca o bolsa aparte;AcademiaColombianaLengua
trastornar;Desaparecer de la vista de alguien por causa de la lejanía con respecto al punto de partida.;Yo me quedé mirando cómo se alejaba en la carretera hasta que trastornó.;AcademiaColombianaLengua
trebecos;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
trebejos;Objetos viejos e inútiles.;La abuela tiene una tienda de antigüedades llena de trebejos que ha juntado a lo largo de los años.;AcademiaColombianaLengua
tren;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
trifásico;Referido a la comida, que utiliza tres tipos de carne en su preparación.;Y aquí se reinventó la comida rápida: perros con piña, con papitas, con chorizo y, por esa misma vía, apareció la arepa trifásica.;AcademiaColombianaLengua
trilla;Serie de golpes dados a una persona o a un animal a modo de castigo.;Dijo que emprenderán las acciones necesarias contra estos violentos por la tremenda trilla que le propinaron a su pequeño pariente.;AcademiaColombianaLengua
trillar;Tratar mucho y repetitivamente un tema hasta lograr que pierda importancia.;De tanto trillar el asunto muchos tienen la idea equivocada de que el agua se va acabar, que es de mala calidad y que los inversionistas no llegan a la ciudad.;AcademiaColombianaLengua
trimotiles;Conjunto de objetos personales que se usan habitualmente.;Y conforme escribía, iba colgando por detrás de los trimotiles esos un papelón muy tieso, ya escrito, que se iba enrollando, enrollando.;AcademiaColombianaLengua
trinche;Tenedor.;Considerado como objeto diabólico en el siglo XI por el clérigo, el tenedor o trinche tuvo que superar, intentos fallidos y no pocos detractores para convertirse en un utensilio indispensable.;AcademiaColombianaLengua
trincho;Muro de contención que se hace con madera y se estructura en terrazas.;Muchos de los trinchos construidos para estabilizar taludes, terminan por colapsar a causa del mal anclaje en profundidad y un exceso de altura en superficie.;AcademiaColombianaLengua
trinco;Referido a una actividad, difícil de realizar.;Ejemplo no encontrado.;AcademiaColombianaLengua
trinitaria;Arbusto trepador, de hasta 15 m de altura, de ramas leñosas con espinas, con abundantes flores de color rojo, violeta, blanco y fucsia.;Las trinitarias son plantas muy comunes como adornos ya sea en las casas o en lugares públicos y sociales, como plazas, parques, etc;AcademiaColombianaLengua
tripa;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
tripazo;Sopa de menudencias.;Las empanadas de pipián, los aplanchados, el tripazo, los envueltos de maíz y yuca y la carantanta hacen deleitar los paladares más exigentes.;AcademiaColombianaLengua
tripudo;Referido a un alimento, que ha perdido su consistencia crujiente por exposición al aire o porque su tiempo de consumo ha caducado.;No te comas esas tostadas que están tripudas. Saca un paquete nuevo.;AcademiaColombianaLengua
triqui;Juego de mesa que consiste en poner tres fichas o dibujar tres figuras seguidas en línea, en un tablero de nueve casillas.;Triqui, el tradicional juego de lápiz y papel ahora en tu celular.;AcademiaColombianaLengua
trochador;Referido a un caballo, que anda con paso largo y trote lento.;El caballo trochador es un tipo de caballo criollo colombiano.;AcademiaColombianaLengua
troilo;Referido a una persona, tonta o de poco entendimiento.;¡Ese tipo es mucho troilo! Dejó el carro abierto y le robaron el radio.;AcademiaColombianaLengua
trompa;Boca de una persona.;Si habíamos comido albóndigas, decía: Vaya lávese esa trompa que huele muy mal.;AcademiaColombianaLengua
trompear;Dar un puño fuerte a alguien en la cara.;Lo único que no hacía Gabito era trompear con nosotros, no le gustaba la pelea.;AcademiaColombianaLengua
trompo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
trompón;Referido a una persona, que tiene labios prominentes.;Te pusiste mucho labial y te ves muy trompona en esa foto.;AcademiaColombianaLengua
tronador;Árbol de 20 a 30 m de altura de hojas simples en forma de corazón, cuya madera es utilizada para hacer casas y los frutos para artesanías.;Es el mediodía de un jueves con cielo despejado y ambiente fresco gracias a la sombra de una cincuentena de árboles de especies variadas, urapanes, tronadores, almendros.;AcademiaColombianaLengua
troncal;Vía o carretera principal que atraviesa generalmente una ciudad o varias regiones del país.;La nueva troncal, que se extiende por más de 10 kilómetros en el noroccidente de Bogotá, beneficiará a más de 200 mil capitalinos.;AcademiaColombianaLengua
tronchar;Dislocar o salir de su lugar un hueso de alguna parte del cuerpo.;En la oficina es posible tener cualquier tipo de accidentes. Desde troncharse un pie mientras se corre a contestar el teléfono.;AcademiaColombianaLengua
tronche;Pago por adelantado de una parte del salario del obrero.;Ejemplo no encontrado.;AcademiaColombianaLengua
tronco;Persona poco hábil para hacer algo, torpe.;Le gusta el baile, pero es un tronco y pisa a todo el mundo.;AcademiaColombianaLengua
tropel;Alboroto ocasionado por personas que discuten airadamente.;Este barrio está hastiado por los tropeles entre jóvenes de dos colegios.;AcademiaColombianaLengua
tropelero;Persona que causa peleas y discusiones.;Es conocida por su fuerte carácter el cual la hace salirse de casillas con frecuencia y por eso carga con una extensa fama de tropelera.;AcademiaColombianaLengua
trotar;Caminar rápidamente de manera que entre paso y paso los pies se levantan del piso a una distancia considerable.;La recomendación es que empiecen trotando, no se preocupen por la velocidad y tampoco crean que están en una maratón.;AcademiaColombianaLengua
trote;Deporte que se practica al aire libre y que consiste en correr largas distancias con paso corto y constante.;En esta página puedes encontrar algunas de las zonas de trote más conocidas de Bogotá.;AcademiaColombianaLengua
trozuda;Referido a una mujer, voluptuosa.;Es una mujer blanca, pelinegra, alta, muy bonita y bien trozudita.;AcademiaColombianaLengua
trueques;Dinero que se devuelve al pagar con una moneda o billete de mayor valor el costo del artículo comprado.;Nadie hizo caso del problema que se forma con los trueques aparentemente pequeños, como los 50 pesos para los buses donde el pasaje cuesta 1550.;AcademiaColombianaLengua
trupillo;Árbol que alcanza los 20 m, de hojas compuestas, flores amarillas verdosas y frutos en vainas, la planta en sí tiene uso medicinal, industrial y comestible.;El trupillo es una importante fuente de alimento porque crece en forma silvestre y es resistente al déficit hídrico, se encuentra abundantemente en las zonas áridas y semiáridas del país (península de la Guajira, Magdalena y Cesar).;AcademiaColombianaLengua
tubino;Cilindro pequeño de plástico u otro material en el que se enrolla el hilo de costura.;Ejemplo no encontrado.;AcademiaColombianaLengua
tuca;Expresión soez o malsonante.;Un niño tan pequeño no debería decir esas tucas, qué feo.;AcademiaColombianaLengua
tuche;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
tuco;Nombre de varios tipos de escarabajo volador, de diferentes características según la especie, pero siempre de cuerpo oblongo de hasta 3 cm de longitud, color café claro y con un par de manchas luminiscentes en el tórax o el abdomen.;Ejemplo no encontrado.;AcademiaColombianaLengua
tuco, ca;Persona sin alguna extremidad.;Cuando se les acabó la comida al tuco y al ciego, este salió a andar sin saber pa’ donde.;AcademiaColombianaLengua
tucumá;Palma de hasta 25 m de altura, tallo con espinas y hojas en abanico, fruto amarillo en racimo y con centro leñoso que protege una nuez aceitosa.;Ejemplo no encontrado.;AcademiaColombianaLengua
tucunaré;Pez de agua dulce de hasta 70 cm de longitud, cuerpo robsuto y con escamas, de color amarillo verdoso y con franjas negras verticales en los costados y una mancha a manera de ojo cerca a la aleta caudal.;“He pescado alrededor del mundo y sólo en Suramérica he visto un pez como el tucunaré, el más hermoso de los ríos. Espero capturarlo en el Vichada.;AcademiaColombianaLengua
tucupí;Condimento líquido elaborado con el jugo cocinado de la yuca brava, ají, aliños y hormiga bachaco.;Para llegar a un plato con caldo de pescado y fariña, acompañado de casabe y tucupí, debemos recorrer la selva, el río, la chagra y nuestra historia.;AcademiaColombianaLengua
tucusito;Colibrí, pájaro muy pequeño, capaz de mantenerse suspendido en el aire mientras vuela, con el pico muy largo y delgado que puede introducir en las flores, y el plumaje de colores muy vivos.;Saldré a buscarte cuando el sol esté rayando y un tucusito le esté robando la miel a la flor de un papayo.;AcademiaColombianaLengua
tula;Tipo de bolso, especialmente usado para viajar, de forma alargada y de un material resistente con un asa corta en la parte superior.;Ejemplo no encontrado.;AcademiaColombianaLengua
tulpa;Fogón de las cocinas indígenas y campesinas.;En la tulpa se teje el pensamiento de los mayores para preservar la cultura porque allí está la esencia y el sentido que nos mantiene como pueblo.;AcademiaColombianaLengua
tulundrón;Abultamiento que se forma en alguna parte del cuerpo, generalmente después de un golpe.;Ejemplo no encontrado.;AcademiaColombianaLengua
tumaqueño;Planta herbácea de hasta 4 m de altura, hojas grandes y acorazonadas, flores pequeñas verdosas en espiga, raíz grande similar en su forma a la yuca y de pulpa comestible.;En los límites de la chagra los kamentsá siembran tubérculos como el tumaqueño.;AcademiaColombianaLengua
tumbacama;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
tumbada;Patraña con la que se roba a alguien.;La tumbada más grande la hicieron en una ciudad donde prometieron hacer el metro y solo construyeron una estación.;AcademiaColombianaLengua
tumbado;Modo de caminar de alguien.;Ejemplo no encontrado.;AcademiaColombianaLengua
tumbar;Cortar los árboles y plantas de un terreno para preparar un cultivo.;Cuando los colonos llegamos ya otros habían tumbado y socolado: faltaba sólo la quema para tener lo que se llama una chagra.;AcademiaColombianaLengua
tumbilis;Patraña con la que se roba a alguien.;Esos planes de venta son un tumbilis que ponen los carros al alcance de muchos.;AcademiaColombianaLengua
tume;Dulce de guayaba compacto, de forma alargada y relleno en el centro de arequipe.;Los tumes tradicionales se envuelven en hojas de bijao.;AcademiaColombianaLengua
tuna;Planta de hasta 3 m de altura que tiene tallos espinosos en forma de raqueta, flores de color rojo y fruto comestible.;La tuna se caracteriza por tener una gran resistencia a la sequía, tal como el pueblo wayuu, que subsiste bajo las condiciones adversas del territorio.;AcademiaColombianaLengua
tungo;Envuelto preparado con maíz o harina de arroz con cuajada o queso, enrollados en diferentes hojas en forma de cono.;Los tungos pertenecen a la gran tradición colombiana de la cocina de los envueltos en hojas, cuyo plato más representativo es el tamal.;AcademiaColombianaLengua
tungo, ga;Referido a una persona o animal, sin orejas o que le falta una oreja.;"Al Trotón, lo trajo el Mono Lopera; un caballo tungo de una oreja, pero hermoso y extraordinario.";AcademiaColombianaLengua
tunjo;Figura antropomorfa precolombina que representa una divinidad en las culturas chibcha y muisca.;La colección de tunjos (ofrendas generalmente planas, con figuras antropomórficas) se encuentran en exposición digital en el Museo Británico.;AcademiaColombianaLengua
tuno;Árbol que alcanza los 20 m, con flores dispuestas en racimos, hojas elípticas, frutos rosados parecidos al eucalipto, de uso ornamental.;El tuno rosado tiene una gran afinidad por ambientes húmedos y en la región de Bogotá crece sobre todo hacia el occidente.;AcademiaColombianaLengua
tuntuniento;Referido a una persona, tonta o de poco entendimiento.;Pero Luis sentía una extraña pesadez que lo entumecía y lo dejaba tuntuniento. No sabía si estaba dormido o despierto.;AcademiaColombianaLengua
tuntún;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
tupido;Referido a la nariz, que está tapada por flujo nasal.;Ejemplo no encontrado.;AcademiaColombianaLengua
tupirse;Quedarse momentáneamente paralizado o incapacitado por causa de un enojo.;Se tupió en la oficina por estar peleando con uno de sus socios.;AcademiaColombianaLengua
tuplú;Referido a una persona o algo, que está lleno en exceso, atiborrado.;La iglesia estaba tuplú durante la misa de ayer.;AcademiaColombianaLengua
tuquio;Referido a una persona o un objeto, muy lleno.;De la única manera que puede vivir tranquilo es cuando está tuquio de pastillas y como sobreaguando.;AcademiaColombianaLengua
turistear;Viajar por placer, recorriendo distintos lugares.;Se ha paseado por todo Madrid turisteando a más no poder y ahora piensa ocuparse en recorrer la ciudad montado en bicicleta.;AcademiaColombianaLengua
turma;Papa.;Ejemplo no encontrado.;AcademiaColombianaLengua
turmequé;Deporte colombiano, de origen indígena, que se juega lanzando un disco metálico con el fin de introducirlo en un bocín o golpearlo para hacer explotar las mechas que se ponen sobre él.;A este juego lo llaman 'turmequé' en honor a su creador, un cacique de la sabana cundiboyacense que hace cinco siglos lo inventó para entretenerse en el destierro al que lo condenó un rey.;AcademiaColombianaLengua
turpial;Pájaro de hasta 23 cm de longitud, de plumaje negro y amarillo en el vientre y la parte superior de la cabeza, su canto es melodioso.;En Colombia se pueden observar 41 especies de turpiales y afines.;AcademiaColombianaLengua
turro;Referido a una persona, de estatura baja.;La armadora del equipo de baloncesto de la universidad es muy hábil con la pelota, pero queda muy turra comparada con las jugadoras rivales.;AcademiaColombianaLengua
turrumuto;Cerro pequeño.;Ejemplo no encontrado.;AcademiaColombianaLengua
turulato;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
turuleto;Referido a una persona, que está aturdida o que ha perdido la capacidad de reacción por causa de un golpe.;Quedo como turuleto después del golpe que recibió en la cabeza.;AcademiaColombianaLengua
turumama;Ser mítico que roba a los bebés recién nacidos, creyendo que es su hijo y además en las noches se lleva a los borrachos que caen en su trampa.;La tarumama es la representación de una vieja arrugada muy llorona. fea que en vez de pies tienen casco de mula y los senos tan alargados que tiene que cargarlos sobre sus hombros.;AcademiaColombianaLengua
turupe;Abultamiento que se forma en alguna parte del cuerpo, generalmente después de un golpe.;Me examino con la yema de los dedos, de esta forma busco detectar turupes en mi cabeza u otro síntoma anormal.;AcademiaColombianaLengua
tusa;Corazón de la mazorca al que se adhieren los granos de maíz.;Ejemplo no encontrado.;AcademiaColombianaLengua
tusada;Corte de pelo mal hecho y a ras de la cabeza.;A todos lo que vamos al ejército nos reciben con una tusada.;AcademiaColombianaLengua
tusar;Rapar o dejar el cabello muy corto.;Lo tusaron cuando fue a prestar el servicio militar.;AcademiaColombianaLengua
tuste;Cabeza humana.;¡Pero piense con ese tuste que le dió mi Dios!;AcademiaColombianaLengua
tuta;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
tutifruti;Bebida refrescante preparada con varias frutas.;Ejemplo no encontrado.;AcademiaColombianaLengua
tángara;Juego infantil que consiste en lanzar una piedra sobre un recorrido trazado en el suelo y luego saltar en un solo pie sobre el trazado para recoger la piedra.;Los niños y niñas disfrutaron de actividades como tángara, costales, bolos, rondas infantiles, lazos, yermis, trompos, cocas, dummies, entre otras.;AcademiaColombianaLengua
táparo;Referido a una persona, que tiene poca destreza en una actividad determinada.;En realidad yo sí me declaro un táparo para el inglés.;AcademiaColombianaLengua
término;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
tío;Forma de tratamiento hacia los varones de edad similar a la del padre, especialmente dentro de las comunidades indígenas.;!Buenos dias el tío! veníamos a preguntarle una cosita a mi tío.;AcademiaColombianaLengua
tórtolo;Pene.;Ejemplo no encontrado.;AcademiaColombianaLengua
tóxico;Refrigerio, alimento ligero.;Nos pegamos un tóxico en la tienda.;AcademiaColombianaLengua
túmbilo;Recipiente pequeño, generalmente de plástico, que se usa para transportar líquidos.;"No olvides el túmbilo lleno de agua; cuando viajas en bicicleta, debes permanecer hidratado.";AcademiaColombianaLengua
u;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
ubicar;Hallar algo o alguien que se buscaba.;Pero, el segundo sujeto identifica el centro como solución después de varios intentos y finalmente ubica un vértice como solución.;AcademiaColombianaLengua
uchurrumi;Piedra cóncava de moler ají.;Ejemplo no encontrado.;AcademiaColombianaLengua
uchuva;Planta de hasta 1 m de altura, con flores amarillas, fruto comestible y propia de los climas templados y fríos.;Ejemplo no encontrado.;AcademiaColombianaLengua
ula-ula;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
ulan;Armadillo.;Ejemplo no encontrado.;AcademiaColombianaLengua
ulluco;Planta herbácea de hasta 50 cm de altura, de tallos cortos y compactos, hojas acorazonadas y flores amarillas, que se cultiva en las zonas frías de la región andina.;Ejemplo no encontrado.;AcademiaColombianaLengua
ultimorrial;Planta que alcanza hasta 2m de altura, hojas carnosas de color verde y blanco y abundante látex.;En caso de hinchazón grave del hígado de humanos o animales, apelan a la planta llamada ultimorrial, que el enfermo deberá beber en infusiones de sus hojas verdes y rosadas.;AcademiaColombianaLengua
umarí;Árbol de hasta 40 m de altura, de hojas simples alternas, tronco recto, leñoso y con fronda sólo hasta la parte superiór y de fruto ovoide comestible.;La llamo Umarí por un árbol que los ticunas usan para fabricar los pitos con los que cazan micos.;AcademiaColombianaLengua
umpire;Árbitro de béisbol.;Es obligación de todos los umpires de la Liga asistir a esta capacitación y aprobar el examen que realizan al terminar.;AcademiaColombianaLengua
una;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
unche;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
ungir;Elegir a alguien para desempeñar un cargo o puesto.;Los 20 mil votos que la ungieron para que los representara en el Parlamento son el más fiel testimonio de la confianza de los huilenses.;AcademiaColombianaLengua
unidad;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
uniformado;Persona perteneciente al ejército o a la policía.;Todos sus compañeros huyen de los uniformados que les perseguían con sus cachiporras.;AcademiaColombianaLengua
uniforme;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
untada;Hecho de aplicar una sustancia sobre una superficie.;Madres superprotectoras que desocupan un frasco de ultrabloqueador en cada untada a su retoñito.;AcademiaColombianaLengua
untar;Involucrar a alguien en una asunto turbio o ilegal.;Hicieron todo lo posible por untarlo, pero nunca pudieron con su honestidad.;AcademiaColombianaLengua
urgido;Referido a una persona, que requiere algo o a alguien con prontitud.;Mientras adelantaba mi tesis sobre la poesía de Álvaro Mutis, urgido de consultar un par de monografías sobre su obra, lo llamé para ver si podía pasar a recogerlas a su casa y me comentó que no iba a estar allí.;AcademiaColombianaLengua
utilero;En el fútbol, es la persona encargada de organizar y distribuir los uniformes a los jugadores y en la cancha, alistar el material para el preparador físico.;Santa Fe, […] jugó ese partido con otro uniforme debido a un ‘olvido’ del utilero del equipo.;AcademiaColombianaLengua
uva;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
uvita;Arbusto de hasta 8 m de altura, de copa redondeada, hojas grandes, flores en racimos de color blanco, fruto pequeño y morado cuando está maduro y que se consume en dulces y refescos.;Ejemplo no encontrado.;AcademiaColombianaLengua
uña;Lámina triangular u ovalada usada para tocar instrumentos de cuerda.;Ejemplo no encontrado.;AcademiaColombianaLengua
útiles;Materiales escolares.;Hasta sombras de maquillaje, entre útiles inútiles que piden en listas escolares.;AcademiaColombianaLengua
vaca;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vacacionar;Pasar vacaciones en otro lugar o realizar otras tareas para descansar del trabajo o estudio.;El bello y azul Mar Caribe, y muchas otras bellezas que hacen de Cartagena de Indias un magnífico lugar para visitar y vacacionar.;AcademiaColombianaLengua
vacaloca;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vaciada;Regaño fuerte.;Mercedes fue y le pegó una vaciada a la musa que ¡hágame el favor!, que le dijo de todo.;AcademiaColombianaLengua
vaciado;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vaciar;Reprender, regañar severamente a alguien.;Luego me cuenta, chino. Mire que Madam va a venir y nos va volver a vaciar si lo ve aquí sentado.;AcademiaColombianaLengua
vacilada;Burla o broma continua que se le hace a alguien.;Ejemplo no encontrado.;AcademiaColombianaLengua
vacilar;Hacerle bromas o burlarse de alguien en plan de diversión.;Yo ya le dije que nos viéramos para vacilar en la parranda.;AcademiaColombianaLengua
vacilón;Relación amorosa transitoria y sin importancia.;Son aquellos que van por las calles rompiendo corazones porque nacieron así, y vivir de bacilón en bacilón es lo que los hace felices.;AcademiaColombianaLengua
vacuna;Extorsión económica que grupos al margen de la ley imponen a una persona o empresa.;Pero los grupos ilegales no sólo cobraron impuestos arbitrarios y vacunas, sino que logran apropiarse de recursos públicos.;AcademiaColombianaLengua
vagabundería;Descaro, desvergüenza.;La guerra es un negocio y no estamos dispuestos a seguir financiando más esa vagabundería;AcademiaColombianaLengua
vagabundo;Persona desvergonzada y descarada.;¡Este es mucho vagabundo! Nos hace trabajar horas extras y no nos las paga, ¿y ahora nos va a poner a trabahar los festivos?;AcademiaColombianaLengua
vagamundo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vaina;Reemplazo que se hace del nombre del objeto, persona o actividad por desconocimiento u olvido.;Pásame esa vaina que se me cayó.;AcademiaColombianaLengua
vainazo;Algo que se dice con doble intención para hacer caer en cuenta de algo o irritar a alguien.;La mujer le arrojó el trapo y le lanzó toda suerte de vainazos, hasta que se despidió con su sonrisa de siempre.;AcademiaColombianaLengua
vale;Amigo de confianza.;Vale, no me salgas ahora con esa disculpa.;AcademiaColombianaLengua
valla;En algunos deportes como fútbol, portería.;La valla de Valentín Vargas era la menos vencida del campeonato, con 14 goles.;AcademiaColombianaLengua
vallenato;Género musical de la costa Atántica cuyos cantos están acompañados por la caja, guacharaca y acordeón.;Un aspecto importante del vallenato es su característica periodística en el mensaje de los cantos y la crónica minuciosa ocurrida en la provincia.;AcademiaColombianaLengua
valor;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
van;Vehículo con puertas laterales para transportar más de 7 pasajeros o carga.;Los viajes para la carrera ya no los tenía que hacer en moto, logró comprar una vagoneta y luego una van, que adaptó, la mitad era taller y la otra era casa;AcademiaColombianaLengua
varado;Referido a una persona, que no cuenta con recursos económicos.;Que muestre el talento sin tanto payaso, y que no deje entrar a tanto diseñador varado -y barato- ni a tanta modelo veterana.;AcademiaColombianaLengua
varar;Detenerse un trabajo, proyecto o actividad por no saber qué hacer o por otros impedimentos.;"Poncho le contó los traspiés sufridos por la alergia, la frustración con la guitarra, y ella volvió a retarlo, ""no puedes vararte, hay otros caminos para un músico"".";AcademiaColombianaLengua
varasanta;Árbol que alcanza los 30 m de altura, de copa cónica, hojas grandes y flores rojas, rosadas o verdes en espiga, muy usado en ornamentación y medicina tradicional.;La varasanta aloja en sus tallos huecos grandes hormigas que, además de defenderlo, realizan la limpieza del suelo a su alrededor.;AcademiaColombianaLengua
variante;Carretera que se construye fuera del perímetro urbano para evitar el paso por alguna población o ciudad.;Precisó que la valorización contempla también las obras de la variante Chinchiná-La Romelia-El Pollo, que harán finalmente parte de la solución vial Armenia-Pereira-Manizales.;AcademiaColombianaLengua
varilla;Barras de acero con superficies lisas o corrugadas usadas para reforzar el concreto y construciones afines.;Uno de los usos de la varilla grafilada es en la construcción de elementos prefabricados en concreto.;AcademiaColombianaLengua
varillar;Excavar con varillas de acero un terreno en busca de guacas o entierros.;Ejemplo no encontrado.;AcademiaColombianaLengua
varillazo;Golpe fuerte dado con una varilla.;Ejemplo no encontrado.;AcademiaColombianaLengua
varón;Hombre valiente.;Pero un día me las di de muy varoncito y entré a una liposucción de cuello, cuando empezó el procedimiento me empezaron a temblar las piernas.;AcademiaColombianaLengua
vasado;Contenido de un líquido en un vaso.;Edy tomaba agua por vasados.;AcademiaColombianaLengua
vastagosa;Embarcación hecha de troncos de plátano cachaco para transportar grandes cargas que no caben en una canoa.;Por el río, en grandes vastagosas (balsas), bajaban hasta Girardot para emprender, de ahí en adelante, el viaje a pie, pasando por la capital.;AcademiaColombianaLengua
ve;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
veinticuatro;Hormiga negra que alcanza los 3 cm de largo, caracterizada por unas prominentes mandíbulas y por su picadura extremadamente dolorosa.;Miren bien, no se agarren de los árboles porque puede haber una conga, yanabe o veinticuatro (por la duración de los efectos de la picadura).;AcademiaColombianaLengua
veintiúnico;Referido a alguien o a algo, el único o del que solo existe o queda un ejemplar, a pesar de que se desearía tener una mayor cantidad.;Una fila que parece interminable se extiende a lo largo de la veintiúnica calle de El Cabildo para hacerse merecedora del mana traído por el Gobierno.;AcademiaColombianaLengua
vejestorio;Objeto muy viejo, en ocasiones inservible.;La indiferencia es tan grande que el código [de policía] se ha convertido en un pobre vejestorio decrépito.;AcademiaColombianaLengua
veladora;Vela de cera o parafina elaborada en diversos colores, que se le prenden a los santos.;Ejemplo no encontrado.;AcademiaColombianaLengua
velar;Ver comer fijamente a alguien, esperando que le den un bocado.;Qué niño tan caprichoso. Cuando le sirven no come nada y cuando llegan invitados se la pasa velando.;AcademiaColombianaLengua
velón;Referido a una persona o animal, que ve comer fijamente a alguien, esperando que le den un bocado.;Estaban regalando una perrita muy bien educada. No era velona ni canequera.;AcademiaColombianaLengua
vena;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vencerse;Referido a un producto alimenticio o un medicamento, finalizar el período de utilidad para ser consumido o usado.;El supervisor deberá informar al contratista los elementos o medicamentos que están por vencerse para su correspondiente cambio.;AcademiaColombianaLengua
vencido;Referido a un producto alimenticio o un medicamento, que ya finalizó el período de utilidad.;Esta leche ya está vencida, no la puedes consumir.;AcademiaColombianaLengua
vendaje;Pan que se obsequia por la compra de otros del mismo género.;Envolvía el pan en papel de panadería de barrio y sin faltar a su buena costumbre nos daba el vendaje cada vez que hacíamos una compra.;AcademiaColombianaLengua
venirse;Eyacular, llegar al orgasmo.;Ejemplo no encontrado.;AcademiaColombianaLengua
ventajoso;Referido a una persona, oportunista de las situaciones para su propio beneficio.;La principal característica del ventajoso es la mala fe, porque equivocaciones las comete cualquiera.;AcademiaColombianaLengua
ventanear;Observar detenidamente algo desde una ventana.;Vendían unas hamacas para gatos que se pegan a la ventana, para que nuestros felinos puedan ventanear y tomar el sol;AcademiaColombianaLengua
venteado;Referido a una persona, de comportamiento incoherente o alocado.;No preste atención a lo que dice Juan, todos sabemos que está venteado.;AcademiaColombianaLengua
ventear;Salir una persona a tomar el aire o a refrescarse;Ejemplo no encontrado.;AcademiaColombianaLengua
ventiado;Bastante.;Hubo comida ventiada en la fiesta de fin de año.;AcademiaColombianaLengua
ventiar;Extraer las impurezas o mugre a los cereales.;Después de un tiempo decide pasar el arroz a una vasija plástica y comienza a ventiarlo.;AcademiaColombianaLengua
ver;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
veragua;Puntos negros que se forman en la ropa húmeda, por no tenderse o ventilarse.;Ejemplo no encontrado.;AcademiaColombianaLengua
veranera;Arbusto trepador, de hasta 15 m de altura, de ramas leñosas con espinas, con abundantes flores de color rojo, violeta, blanco y fucsia.;Por eso nada mejor que una veranera o trinitaria para adornar y dar la bienvenida a los pasajeros.;AcademiaColombianaLengua
verde;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
